File Name,Sprint Name,Planned For,ID,Type,Status,Parent ID,Parent Type,Count,Summary
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610062,Task,Done,557186,Story,1,"Apply security on access to this page based on PPO Management feedback"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610049,Task,New,557186,Story,1,"QA Testing"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610056,Task,Ready for Review,557186,Story,1,"Dev Testing"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610041,Task,Ready for Review,557186,Story,1,"Write C# code to create service function to view historical revise records and requests"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610050,Task,Done,557186,Story,1,"QA test script development"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610016,Task,New,557186,Story,1,"Follow-up with PPO Management Group regarding security group permissions"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610047,Task,Ready for Review,557186,Story,1,"Add link on Administration page"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610043,Task,Ready for Review,557186,Story,1,"Create historical revise record page with UI parts"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610058,Task,New,557186,Story,1,"Code Review"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,557221,Story,In Progress,,Story,1,"[Time Sensitive] As a VIP Dashboard user, I want to be notified if my access has exceeded three months without a login to the system so that I do not lose access"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610107,Task,New,557221,Story,1,"QA test script development"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610102,Task,Done,557221,Story,1,"Create test database table to hold results from the stored procedure"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610106,Task,New,557221,Story,1,"Dev testing"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610105,Task,Done,557221,Story,1,"Create stored procedure that will return all user accounts from the DateResourceAccessed field that is greater than 90 days"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610103,Task,Done,557221,Story,1,"Contact Doug and turn on the "Send Email" feature for the database"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610099,Task,Invalid,557221,Story,1,"Create nightly SQL job that can send notification to users"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610101,Task,New,557221,Story,1,"Design and create Log table in the SQL database"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610108,Task,New,557221,Story,1,"Code Review"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,609797,Story,Done,,Story,1,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [BP Sprint 6]"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,617191,Task,Done,609797,Story,1,"Helpdesk 2052 - Make Build 14.1 in VBMS 6, a future anticipated build and move this build to VBMS 7"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,614554,Task,Done,609797,Story,1,"Helpdesk 2036 - Change project "Lifecyle LAN Refresh", EPS Code# 08-03-05-11-01-050 to FY17 Lifecycle Local Area Network (LAN) Refresh."
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,611464,Task,Done,609797,Story,1,"Help Desk Ticket 2029 - Project 91, Planned Close Out Start Date '10/05/2017'"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,611119,Task,Done,609797,Story,1,"Helpdesk 2027 -remove revise request approval for revise request ID 2666, and the change to the date reverted back to the previous date of 4/30/2019 for projectid=231"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,613597,Task,Done,609797,Story,1,"Helpdesk 2033 - planned and projected dates for the  Close Out Phase Finish Date changed to Sept 28, 2017 for projectid=99"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,617197,Task,Done,609797,Story,1,"Helpdesk 2053 - Request to Update Actual Cost field for VSS - Dashboard not working properly"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,617975,Task,Done,609797,Story,1,"Helpdesk 1971 - Realign Project with UniqueID A512073474 to old investment and update unique ID back to 1512073474"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,615964,Defect,Verified,609797,Story,1,"Helpdesk 2046 - Project Phase gives error when user is trying to save revise request."
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,613601,Task,Done,609797,Story,1,"Helpdesk 2035 - Delete Build 8 for Chief Business Office Purchased Care (CBOPC)."
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,617843,Defect,Verified,,Story,1,"Risk Vision System drop down shows red required icon even if there is value selected and saved"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610522,Task,New,,Story,1,"QA Testing"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,573242,Defect,Resolved,,Story,1,"Investment - UII field not checking for duplicate IDs"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610462,Task,Done,573242,Defect,1,"QA Testing"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610457,Task,Done,573242,Defect,1,"QA Test Script development"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,608378,Defect,Resolved,,Story,1,"TechStats - Issue Sub Category under "Cost Management" Issue Category is showing misspelled drop-down option"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,607200,Defect,Resolved,,Story,1,"All Modules - Check icon not displaying on PeoplePicker select buttons."
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610520,Task,New,,Story,1,"QA Test Script Development"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 9,603275,Story,Done,,Story,2,"As an OMB Administrator, I want to generate XML files so that I can validate that the XML files are ready for submission"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610478,Task,Done,603275,Story,1,"Figure out folder structure and location for XML file generation"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610510,Task,Done,603275,Story,1,"Dev Testing"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610471,Task,Done,603275,Story,1,"Work on database design"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,616310,Task,Done,603275,Story,1,"Add a new reference data type for OMB Submission file status Type"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610502,Task,Done,603275,Story,1,"Create C# code to generate XML file and corresponding OMB submission records"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610506,Task,Done,603275,Story,1,"Develop UI to integrate with backend"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610513,Task,Done,603275,Story,1,"Code Review"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,615267,Task,Done,603275,Story,1,"Add a new reference data type for OMB Submission Type"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,609254,Defect,Resolved,,Story,1,"Investment (Performance Metric) - Strategic Objective field should not be revisable or required"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610566,Task,Done,609254,Defect,1,"QA Testing"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610559,Task,Done,609254,Defect,1,"Test script development"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 11,604686,Story,Done,,Story,3,"As an OMB Administrator, I want to view and download revise and non-revise XML files after generating XML files"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610529,Task,Done,604686,Story,1,"Create code to enable users to download XML file for display or local save"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610523,Task,Done,604686,Story,1,"Develop code to ensure that XML data is displayed in iFrame"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610532,Task,Done,604686,Story,1,"Dev testing"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,610525,Task,Done,604686,Story,1,"Create code to extract information from the line to display above the Preview box"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,609816,Task,Done,,Story,1,"[Internal] Deployment and Release Activities (BP Sprint 6)"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,620491,Task,Done,609816,Task,1,"Rebaseline code on Hotfix environments"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,620376,Task,Done,609816,Task,1,"Release 6 Code uploaded to Rational"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,620405,Task,Done,609816,Task,1,"Rebaseline Code in TFS"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,620389,Task,Done,609816,Task,1,"Release 6 Deployment to QA/UAT/Production"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,612808,Task,Done,,Story,1,"[Internal] Action Items (Sprint 6)"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,612818,Task,Done,612808,Task,1,"Conduct research on ability to remove users from SharePoint security groups more quickly"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,600870,Task,Done,612808,Task,1,"Reach out to Felicia and ITOPS regarding CIO Rating calculation for ITOPS investments"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,612810,Task,Done,612808,Task,1,"Follow up on UAT environment set up"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,600833,Task,Invalid,612808,Task,1,"Create mock-up for Audit page in VIP Dashboard Administration module (for User Story 557226)"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,600866,Task,Done,612808,Task,1,"Determine timeline for Story 586232 (Enforcement of Performance Metric Guidance), Story 587500 (Operational Analysis fields), and Story 587548 (Last Deployment to Prod)"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,612813,Task,Done,612808,Task,1,"Set up collection in RDNG for OMB submission errors"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,612812,Task,Done,612808,Task,1,"Meet with Doug to review auto deployment for WSP files in UAT environment"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,609800,Story,Done,,Story,1,"[Internal] CLIN Documents (BP Sprint 6)"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,609807,Task,Done,609800,Story,1,"Sprint 5 Review Report"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,609806,Task,Done,609800,Story,1,"Configuration Management Plan"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,609805,Task,Done,609800,Story,1,"Production Operations Manual"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,609809,Task,Done,609800,Story,1,"Sprint 5 Retrospective Action Plan"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,609804,Task,Done,609800,Story,1,"Developer's Guide"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,609810,Task,Done,609800,Story,1,"Final Section 508 Test Results"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,609802,Task,Done,609800,Story,1,"Version Description Document"
Sprint 6 Backlog.xml,Sprint 6 Backlog,BP Sprint 6,609813,Task,Done,609800,Story,1,"Sprint 5 User Guide (Word document and PowerPoint)"
***********
Sprint 7 Backlog.xml,Sprint 7 Backlog,OY2 Sprint 1,,Story,In Progress,,Story,33,"Deployment and release activities [OY2 Sprint 1]"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622027,Story,Done,,Story,1,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [BP Sprint 7]"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,627287,Defect,Resolved,622027,Story,1,"Helpdesk #2079 - Activity Type Revise Issue - In Approve Revise request page Activity Type is showing code instead of Activity Name"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,612838,Defect,Resolved,,Story,1,"Investment (Investment Risks) - Investment risk records not displaying in Chrome internet browser"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,577665,Defect,Resolved,,Story,1,"Project - "Project Name" column in Manage Existing Project list page is truncated in smaller screen size. Headers not lining up on window size change."
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622954,Task,Done,577665,Defect,1,"QA testing"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622952,Task,Done,577665,Defect,1,"Code review"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622949,Task,Done,577665,Defect,1,"Modify Kendo code to detect grid change size when anything inside of SharePoint is changed and apply to table header"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622950,Task,Done,577665,Defect,1,"Dev testing"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,624899,Task,New,,Story,1,"Action Items (Sprint 7)"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,624940,Task,Invalid,624899,Task,1,"Review API requirements to connect to Federal IT Dashboard"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,624922,Task,Done,624899,Task,1,"Develop spreadsheet containing list of fields for Project Summary page"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,621961,Defect,Resolved,,Story,1,"Investment - "Save" button displaying when only viewing Performance Metrics, Performance Metric Actuals, and Investment Risks"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622132,Story,Done,,Story,1,"CLIN Documents (Sprint 7)"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622134,Task,Done,622132,Story,1,"Configuration Management Plan"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622149,Task,Done,622132,Story,1,"Developer's Guide"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622141,Task,Done,622132,Story,1,"Contractor Project Management Plan"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622136,Task,Done,622132,Story,1,"Version Description Document"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622147,Task,Done,622132,Story,1,"User's Guide (Sprint 6)"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622144,Task,Done,622132,Story,1,"Final Section 508 Compliance Test Results"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622152,Task,Done,622132,Story,1,"Production Operations Manual"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,617246,Story,Done,,Story,1,"As a Revise Approver and Record Creator, I want to search for information in the historical revise record page"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622931,Task,Done,617246,Story,1,"QA testing"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622450,Task,Done,617246,Story,1,"UI design for keeping the search criteria"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622923,Task,Done,617246,Story,1,"C# code changes"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622926,Task,Done,617246,Story,1,"Dev testing"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622921,Task,Done,617246,Story,1,"Develop database stored procedures changes"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,636417,Task,New,,Story,1,"Release 7 Code"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,608353,Defect,Resolved,,Story,1,"Project - Should be able to see entire project name regardless of window size in Manage Existing Project page (Help Desk Ticket #2008)"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,608359,Defect,Resolved,,Story,1,"Project - "Edit" button for records such as builds should be disabled when the Edit Revise Fields button is clicked on for the entire VIP phase page (Help Desk Ticket #"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 8,622900,Story,Done,,Story,3,"[Hot Fix] As a VIP Dashboard user, I want to be notified if my access has exceeded three months without a login to the system so that I do not lose access"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622906,Task,Done,622900,Story,1,"Create WSP deployment for job"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622902,Task,Done,622900,Story,1,"Modify SharePoint timer job to include calls out to the SQL table where inactive users are being stored"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622908,Task,Done,622900,Story,1,"Create scheduled job to populate inactive user table"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622904,Task,Done,622900,Story,1,"Programmatically remove users from SharePoint groups"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622917,Task,Done,622900,Story,1,"QA test script development"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622912,Task,Done,622900,Story,1,"Dev testing"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622919,Task,Done,622900,Story,1,"QA testing"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,622915,Task,Done,622900,Story,1,"Code review"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,604017,Defect,Resolved,,Story,1,"Initiation Phase - Secondary Contact Phone Number field should be required"
Sprint 7 Backlog.xml,Sprint 7 Backlog,BP Sprint 7,621833,Defect,Resolved,,Story,1,"Project - Two of the required fields are not highlighted (yellow)- UAT"
***********
Sprint 8 Backlog.xml,Sprint 8 Backlog,OY2 Sprint 1,,Story,In Progress,,Story,33,"Deployment and release activities [OY2 Sprint 1]"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,557149,Story,Done,,Story,1,"As a member of the VBO, I want to have the "Strikes Issues" field removed from TechStat records and any related validations (Help Desk Ticket #1559)"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 9,595012,Story,Done,,Story,2,"As a Project Manager, I want to see a Project Summary page so I can quickly view all critical information for my project"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632716,Task,Done,595012,Story,1,"Implement database procedure to retrieve values for Close Out Phase field"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632713,Task,Done,595012,Story,1,"QA Testing & Script Development"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632722,Task,Done,595012,Story,1,"Implement UI components of Closeout Phase fields"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632709,Task,Done,595012,Story,1,"Implement database procedure to retrieve values for Project/Product Phase field"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632711,Task,Done,595012,Story,1,"C# Sharp Code Changes"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632707,Task,Done,595012,Story,1,"Implement UI components of Project/Product Phase fields"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632712,Task,Done,595012,Story,1,"Developer/Unit Testing"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632721,Task,Done,595012,Story,1,"Implement UI components of Initiation Phase fields"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632718,Task,Done,595012,Story,1,"Implement database procedure to retrieve values for Initiation Phase fields"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 9,632459,Story,Done,,Story,2,"As a Project Manager, I want to print information from the Project Summary page for VIP project records"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632731,Task,Done,632459,Story,1,"Dev Testing"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632728,Task,Done,632459,Story,1,"Actual conversion"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632735,Task,Done,632459,Story,1,"Research for conversion"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632734,Task,Done,632459,Story,1,"QA Testing"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632724,Task,Done,632459,Story,1,"Create print format for page"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,630998,Story,New,,Story,2,"[Hot Fix 12/11] As an Investment Manager, I want to make the "PY Target" field for performance metrics nullable"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632701,Task,Done,630998,Story,1,"Make code changes to implement for PY Targets value"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632610,Task,Done,630998,Story,1,"Nullify PY target values for list of investments (listed provided by PPO Management)"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632704,Task,Done,630998,Story,1,"Unit Testing"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632613,Task,Done,630998,Story,1,"Check with Felicia and ITOPS for any action items"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632616,Task,Done,630998,Story,1,"Follow up with PPO and ITOPS regarding PY Target fields that have "0" value already entered in"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632622,Task,Done,630998,Story,1,"QA Testing & Script Development"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,643228,Defect,Resolved,,Story,1,""DE 630413- Adding project manager and secondary contact Information by selecting from people picker- Start New Project- All of the VA""
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,622900,Story,Done,,Story,3,"[Hot Fix] As a VIP Dashboard user, I want to be notified if my access has exceeded three months without a login to the system so that I do not lose access"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632674,Task,Done,622900,Story,1,"Determine how to access production environment from dev environment"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632676,Task,Done,622900,Story,1,"Testing Changes"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,643363,Defect,Resolved,,Story,2,"Project - Add 90 day validation for Build planned start date and build planned finish date if date is provided for future anticipated build"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,858035,Defect,Ready for Review,,Story,1,"EPS List Grid loading slowly in Dev/QA environments, creating testing issues."
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632628,Story,Done,,Story,1,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [BP Sprint 8]"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,641883,Defect,Resolved,632628,Story,1,"Helpdesk #2115 - Error while revising Closeout Phase Start Date Planned for Project or Investment: Veteran Authorization and Preferences Phase 2"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,639137,Task,Done,632628,Story,1,"Helpdesk #2108 - Remove all builds from the Work and Time Reporting System (WATRS)/Quality Management System (QMS) Project"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,644819,Task,Done,632628,Story,1,"Helpdesk 2121 - Mailgroup update"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,639157,Defect,Resolved,632628,Story,1,"Helpdesk #2081 - Required Cost Fields have blank values"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,645714,Task,Invalid,632628,Story,1,"Helpdesk #2108 - Put all removed builds for the Work and Time Reporting System (WATRS)/Quality Management System (QMS) Project"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,645713,Task,Done,632628,Story,1,"Helpdesk #2108 - Put all removed builds for the Work and Time Reporting System (WATRS)/Quality Management System (QMS) Project"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632626,Story,Done,,Story,1,"CLIN Documentation (December)"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632639,Task,Done,632626,Story,1,"Version Description Document"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632635,Task,Done,632626,Story,1,"Sprint 7 User Guide & Slide Deck"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632634,Task,Done,632626,Story,1,"Sprint 7 - Sprint Review Report"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632641,Task,Done,632626,Story,1,"Final Section 508 Compliance Test Results (Sprint 8)"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632637,Task,Done,632626,Story,1,"Configuration Management Plan"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,637825,Task,Done,632626,Story,1,"UAT Test Script Distribution - Hot Fixes"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632640,Task,Done,632626,Story,1,"Production Operations Manual"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,637824,Task,Done,632626,Story,1,"UAT Test Script Distribution"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632636,Task,Done,632626,Story,1,"Developers Guide"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632642,Task,Done,632626,Story,1,"Contractor Project Management Plan"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,631141,Story,New,,Story,2,"[Hot Fix 12/11] As a Project Team Member, I want to have the default "Activity Type" selection to be "Production Release" when creating new builds"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632659,Defect,Resolved,631141,Story,1,"QA Test Scripts and Testing"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,632750,Task,Done,,Story,2,"[Internal] Deployment and Release Activities (BP Sprint 8)"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,654764,Task,New,,Story,1,"Release 8 code added to RTC"
Sprint 8 Backlog.xml,Sprint 8 Backlog,BP Sprint 8,630413,Defect,Resolved,,Story,1,"People Picker - when a phone number is selected that is outside of the usual North America format, or has extra information, it causes the masked phone fields to stop working properly"
***********
Sprint 9 Backlog.xml,Sprint 9 Backlog,OY2 Sprint 1,,Story,In Progress,,Story,33,"Deployment and release activities [OY2 Sprint 1]"
Sprint 9 Backlog.xml,Sprint 9 Backlog,BP Sprint 9,600911,Story,Done,,Story,1,"As a SharePoint Group Administrator, I want to have select SharePoint group names updated"
Sprint 9 Backlog.xml,Sprint 9 Backlog,BP Sprint 9,616883,Story,Done,,Story,2,"As an OMB Administrator, I want to regenerate XML files"
Sprint 9 Backlog.xml,Sprint 9 Backlog,BP Sprint 9,649344,Task,Done,616883,Story,1,"QA testing"
Sprint 9 Backlog.xml,Sprint 9 Backlog,BP Sprint 9,649346,Task,Done,616883,Story,1,"Develop test scripts"
Sprint 9 Backlog.xml,Sprint 9 Backlog,BP Sprint 9,595012,Story,Done,,Story,2,"As a Project Manager, I want to see a Project Summary page so I can quickly view all critical information for my project"
Sprint 9 Backlog.xml,Sprint 9 Backlog,BP Sprint 9,649313,Task,Done,595012,Story,1,"QA Testing"
Sprint 9 Backlog.xml,Sprint 9 Backlog,BP Sprint 9,649308,Task,Done,595012,Story,1,"Develop new test script for Start New Project and saving new records"
Sprint 9 Backlog.xml,Sprint 9 Backlog,BP Sprint 10,661149,Story,Done,,Story,3,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [BP Sprint 10]"
Sprint 9 Backlog.xml,Sprint 9 Backlog,BP Sprint 10,658312,Defect,Resolved,661149,Story,2,"[Hot Fix] Project - Is Contract Required field for a project is reverting back to No after it has been set as Yes"
Sprint 9 Backlog.xml,Sprint 9 Backlog,BP Sprint 9,658316,Defect,Resolved,658312,Defect,1,"QA testing"
