number,short_description,description,urgency,state,story_points,acceptance_criteria,comments_and_work_notes,impact,priority,assigned_to,parent,active,backlog_type,assignment_group,product,sprint
837311,"Knowledge Acquisition - Create UI design for sustainment project lifecycle","Technical Work - Create UI design for sustainment project",2 - High,New,3 pts,"Acceptance Criteria:

-New mapped fields are displayed and grouped in the VIP Dashboard
-UI designs are developed through Image Editor/Microsoft Paint","1. Rothman, Daniel R. (Government CIO) - Oct 4, 2018, 1:53 PM
Added: attachment 127708 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\Sustainment Project Transition to VIP.pptx)",Major,Unassigned,"Unassigned",rtcSprint00000022,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000022
838249,"Monthly OMB Submission (October 2018)","Monthly OMB Submission (October 2018)",1 - Critical,New,5 pts,"","",Significant,Unassigned,"Unassigned",rtcSprint00000022,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000022
838001,"Technical Work - Create automation scripts based on manual scripts for Investment module","Adding Risk
Edit Risk
Revise
Add investment (Investment Admin)
Add Investment (CIO Rating group)
Add Investment ( any group beside VBO, Investment Admin, CIO Rating group)
Revise Investment
Revise Performance Metric
Revise Performance Metric Actual
 ",3 - Medium,In Progress,0 pts,"","",Moderate,Unassigned,"Barua, Shubra (Vidoori)",rtcSprint00000022,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000022
837982,"Technical Work - Create/fix manual scripts for investment module in Rational for missing scenarios","Technical Work - Create/fix manual scripts for investment module in Rational for missing scenarios",3 - Medium,Done,0 pts,"","",Moderate,Unassigned,"Barua, Shubra (Vidoori)",rtcSprint00000022,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000022
826616,"Knowledge Acquisition- Data mapping new fields for EPS and investment modules","List of sustainment fields should be provided to VIP Dashboard team",2 - High,Done,5 pts,"Acceptance Criteria:

-Map new data fields (as shown below lazy river in slide 11 of attached PowerPoint) to EPS and investment data fields in VIP Dashboard
-Mapping is displayed in Microsoft Excel spreadsheet
-Display list of fields that are not mapped or not available in VIP Dashboard
-List of master data for unmapped fields (if necessary)","1. Perdue, Megan A. (Grant Thornton) - Oct 15, 2018, 12:46 PM
Added: attachment 128802 (TRS-VIP-Dashboard-Concept-v1 (002).pptx)",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000022,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000022
823546,"As a VIP Dashboard user, I want to have a graphical report showing build data so that I have a visual view of the performance for project builds","As a VIP Dashboard user, I want to have a report showing build data so that I have a visual view of the performance for project builds",3 - Medium,Ready for Review,8 pts,"Acceptance Criteria:

-Report includes the graphics as shown in the attached Excel spreadsheet:
	-VIP YTD Builds by Month Graph
	-OMB YTD Builds by Month Graph
	-VIP YTD Builds by Portfolio Graph
	-OMB YTD Builds by Portfolio Graph
-Ability to use all SSRS functionality, including Filter, Export, and Print
-All graphs to be accessible by one link on the ""Reports & Data"" module


Search Parameters:
-FY","1. Rothman, Daniel R. (Government CIO) - Sep 14, 2018, 10:49 AM
Added: attachment 125049 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\Copy of FY 18 VIP Metrics Snapshot Data -20180911.xlsx)

2. Rothman, Daniel R. (Government CIO) - Sep 14, 2018, 10:50 AM
Added: attachment 125050 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\RE Reports.msg)",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",rtcSprint00000022,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000022
838017,"Deployment and release activities [OY1 Sprint 7]","Deployment and release activities [OY1 Sprint 7]",4 - Low,Done,0 pts,"","",Minor,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000022,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000022
817418,"As a VIP Dashboard user, I want to have UI updates to the Reports & Data module so that I can quickly identify reports I want to view","As a VIP user, I want to see a brief preview and description of each report as I roll over the title

Action Item (09/05):
-Write descriptions for new and existing canned reports (Megan)",4 - Low,Ready for Review,3 pts,"Acceptance Criteria:

-Update landing page to insert a table view for report categories based on attached mock up design (based on OMB Mapping table view in OMB Submission Tool)
-Categorize reports on Reports & Data page using the following: EPS Reports and VIP Project Reports
-Rename ""Clear"" button to ""Clear Parameters"" in all SSRS reports
 -Design should include Report Header, individual Report Names, and Report Description with a direct hyperlink to the reports
-Keep in mind simplicity and streamlined with other implemented tables on the VIP Dashboard","",Minor,Unassigned,"Edwards, William G. (GovernmentCIO)",rtcSprint00000022,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000022
838051,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [OY1 Sprint 7]","As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [OY1 Sprint 7]",2 - High,Done,0 pts,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000022,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000022
823626,"Technical Work - Test automate sub-components of the Investment module","Technical Work - Test automate Investment module",4 - Low,In Progress,13 pts,"Acceptance Criteria:

-Automate the following test scripts for the Investments module:
 
	-Adding an Investment Record
	-Searching for Investment Records
	-Editing an Investment Record
	-Add Performance Metrics
	-Editing Performance Metrics (Revise and Non-Revise)","",Minor,Unassigned,"Barua, Shubra (Vidoori)",rtcSprint00000021,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000021
817399,"As a Deputy Secretary, I want to view approved build information for VIP project records so that I can see the different statuses for builds","As a Deputy Secretary, I want to view approved build information for VIP project records so that I can see builds that are made or not made",2 - High,Ready for Review,3 pts,"Acceptance Criteria:

-Ability for all users to view canned report in Reports & Data module that matches attached sample report (""Full list of validated 2018"" tab)
-Ability to use all SSRS functionality, including Filter, Export, and Print

 ","1. Rothman, Daniel R. (Government CIO) - Sep 14, 2018, 10:34 AM
Added: attachment 125044 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\Copy of Daily DEPSEC Graph - VIP 20180905.xlsx)",Major,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",rtcSprint00000021,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000021
824634,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [OY1 Sprint 6]","As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [OY1 Sprint 6]",2 - High,Done,5 pts,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000021,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000021
830456,"Technical Work - All popup messages in Investment Module after clicking Save has to be consistent to other modules","Investment Module - All popup messages after clicking Save has to be consistent to other modules. Rework code for better centralization and quicker implementation into other modules.",1 - Critical,In Progress,0 pts,"","",Significant,Unassigned,"Edwards, William G. (GovernmentCIO)",rtcSprint00000021,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000021
824625,"Deployment and release activities [OY1 Sprint 6]","Deployment and release activities [OY1 Sprint 6]",4 - Low,New,0 pts,"","",Minor,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000021,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000021
823610,"As a VIP Dashboard user, I want to view a report titled ""VIP Release Report"" so that I can monitor the performance of project releases","As a VIP Dashboard user, I want to view a report with release information so that I can monitor the performance of project releases",3 - Medium,Done,3 pts,"Acceptance Criteria:

-Ability to view report based on attached Excel spreadsheet (""VIP Releases"" tab)
-Parameter for this report should include the following: Portfolio
-Ability to use all SSRS functionality, including Filter, Export, and Print
 ","1. Rothman, Daniel R. (Government CIO) - Sep 14, 2018, 11:16 AM
Added: attachment 125054 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\Copy of VIP Builds and Releases_20180913_0739.xlsx)",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000021,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000021
798258,"As a Project Manager, I want to add a new field titled ""Managing Portfolio"" for VIP projects so that I can see which portfolio my project is aligned to","As a Project Manger, I want new fields for VIP projects added related to Portfolio alignment so that this information is reported to executive leadership",2 - High,Done,2 pts,"Acceptance Criteria:

-Ability to view new field titled ""Managing Portfolio"" within the Initiation Phase under the ""What is your Project ID?"" field
-When an EPS code is selected for a project, the name of the Portfolio is automatically displayed in this field (name is pulled from the Portfolio Code in the EPS structure)
-The Portfolio Code number is excluded from this field
-Field is greyed out and cannot be modified
-Field should be included in the Project Summary page","1. Rothman, Daniel R. (Government CIO) - Aug 10, 2018, 2:01 PM
Added: attachment 120961 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\FW Placemat Files and Data.msg)",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000021,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000021
823043,"As a VIP Dashboard user, I want to view a report titled ""Portfolio Metrics for Projects"" so that I can filter project metrics data","As a VIP Dashboard user, I want to view and access a report titled ""Portfolio Metrics for Projects"" so that I can view different project information",3 - Medium,Ready for Review,5 pts,"Acceptance Criteria:

-Create sub-links for the following reports:
 
	-Overdue Project Phase
	-Product Phase Build Compliance
	-Product Phase Release Check
	-Close-Out Phase Date Check
	-Paused Projects-Ability to view report data for columns shown in the attached Excel spreadsheet
-Ability to use all SSRS functionality, including Filter, Export, and Print

 
 
","1. Rothman, Daniel R. (Government CIO) - Sep 14, 2018, 10:37 AM
Added: attachment 125046 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\Copy of 20180910 Metric Data for Portfolio.xlsx)",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",rtcSprint00000021,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000021
762829,"As an OMB Administrator, I want to view the OMB Mapping in the OMB Submission Tool","As an OMB Administrator, I want to view the OMB Mapping in the OMB Submission Tool",3 - Medium,Done,3 pts,"Acceptance Criteria:

-Information displayed in the OMB Mapping tab is static and not editable
-Information will include data based on the attached Excel spreadsheet
-Implement sorting on column headers in the tab
 -Implement ""grouping"" of categories/items, so items will be grouped together under headings

08/22 note: likely lower priority in favor of escalating Reporting Tools
 ","1. Rothman, Daniel R. (Government CIO) - Aug 15, 2018, 1:01 PM
Added: attachment 121503 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\omb_fields.xlsx)",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",rtcSprint00000020,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000020
614586,"As an EPS User, I want to have the updates to the VASI ID field so that this field can include ID and VASI name","The EPS Team needs to capture the VASI ID and the VASI System Name in the VIP EPS. Currently the User only have an ID field, but the User believes they can use one field for both. The User is looking for assistance in renaming the VASI ID field to simply ""VASI"". Also, the User is looking to increase the character limit within the field to 250.",3 - Medium,Done,3 pts,"Acceptance Criteria:

-Rearrange UI grids for VIPR and VASI IDs to have VASI stacked on top of VIPR in ""Project Information"" tab for EPS records
-When clicking ""Add VASI"" pop-up, the pop-up field will allow users to enter ""VASI ID"" (TBD on number of characters) and ""VASI Name"" (250 characters)
-When user clicks ""Save"" button in pop-up, information is displayed in VASI grid
-If user does not enter information in pop-up and clicks ""Save"" button, error messages will display for both fields
-""Edit"" and ""Delete"" buttons remain the same 


 ","1. Srivastava, Namrata (GovernmentCIO.) - Oct 30, 2017, 9:43 AM
Added: attachment 87840 (RE New VIP Service Request - #2028.msg)",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000020,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000020
782524,"As an EPS User, I want to have the updates to the VIPR ID field so that this field can include ID and VIPR name","As an EPS User, I want to have the updates to the VIPR ID field so that this field can include ID and VIPR name",3 - Medium,Done,3 pts,"Acceptance Criteria:

-Rearrange UI grids for VIPR and VASI IDs to have VASI stacked on top of VIPR in ""Project Information"" tab for EPS records
-When clicking ""Add VIPR"" pop-up, the pop-up field will allow users to enter ""VIPR ID"" (TBD on number of characters) and ""VIPR Name"" (250 characters)
-When user clicks ""Save"" button in pop-up, information is displayed in VIPR grid
-If user does not enter information in pop-up and clicks ""Save"" button, error messages will display for both fields
-""Edit"" and ""Delete"" buttons remain the same
-Remove validation to have ""V"" in the beginning of the VIPR ID","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000020,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000020
811531,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [OY1 Sprint 5]","As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [OY1 Sprint 5]",2 - High,Done,0 pts,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000020,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000020
811534,"Deployment and release activities [OY1 Sprint 5]","Deployment and release activities [OY1 Sprint 5]",2 - High,In Progress,0 pts,"","",Major,Unassigned,"Unassigned",rtcSprint00000020,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000020
823222,"Update text to ""When is the last date that a revised product will be deployed to production?"" field","Update to ""When is the last date that a revised product will be deployed to production?"" field",4 - Low,Done,0 pts,"Acceptance Criteria:

-Change field to state: ""When is the last date that a revised product was deployed to production?""
 ","",Minor,Unassigned,"Unassigned",rtcSprint00000020,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000020
778941,"As an OMB Administrator, I want to implement new OMB data requirements within the OMB Submission Tool so that the VA is in compliance with the new requirements","Action Items (as of 08/22):

1. Lac to provide new FY19 OMB schema (Completed)
2. Lac to provide OMB mapping for new risk values (Complete)
3. Lac to inform Dev Team when OMB site is updated with the API connections (In-Progress, may not be posted until completion of August submission)",2 - High,Done,5 pts,"Acceptance Criteria:

-Changes for FY19 made to the OMB Submission Tool
-Implement changes to OMB Submission Tool based on OMB data requirements (see attached ""OMB Changes"" Excel spreadsheet)
-Ensure the file generated has new fields in the XML file (see attached XML file for reference)
  -Most changes will be made in XML content, Lac will need to validate
-Able to submit new XML file using API (if not available at the time of user story completion, submissions will need to be manual)

Refer to v6 spreadsheet for implementation/removal of XML fields






 ","1. Rothman, Daniel R. (Government CIO) - Jul 13, 2018, 12:43 PM
Copied from work item 762493.

2. Rothman, Daniel R. (Government CIO) - Aug 15, 2018, 12:57 PM
Added: attachment 121497 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\omb_fields.xlsx)

3. Rothman, Daniel R. (Government CIO) - Aug 15, 2018, 12:59 PM
Removed: attachment 121497 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\omb_fields.xlsx)
Added: attachment 121498 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\OMB_changes_FY19_v5.xlsx), attachment 121499 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\FY20_schema.xml)

4. Perdue, Megan A. (Grant Thornton) - Aug 22, 2018, 12:56 PM
Added: attachment 122463 (__VACOAPVCPM1001.dva.va.gov_FolderRedirection$_DVA_vacorothmd2_Documents_OMB_changes_FY19_v6.xlsx)",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000020,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000020
810941,"Technical Work - Organize test information in Rational","Technical Work - Organize test information in Rational",4 - Low,New,5 pts,"Acceptance Criteria

-All test plans, cases, and scripts are organized properly in RQM
-Ensure that scripts that are imported to Rational link to correct test cases
-Ensure that test plans are up to date","",Minor,Unassigned,"Unassigned",rtcSprint00000020,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000020
797918,"Knowledge Acquisition - Develop report prototypes with selected reporting tools","As a VIP Dashboard user, I want to have the initial operating capability of a reporting tool implemented in the VIP Dashboard",3 - Medium,In Progress,5 pts,"Acceptance Criteria:

-Develop prototypes for Microsoft Report Builder and Pyramid 2018 focused on Nelson's CIO Tracker (confirm latest version)
-Provide information for security features
-Provide information on filtering of reporting tool
-Provide information of limitations of reporting tool
-Provide information UI components, including graphs, charts or other features, of reporting tool
-Provide information on export features of reporting tool
 ","",Moderate,Unassigned,"Unassigned",rtcSprint00000020,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000020
782530,"Evaluate available reporting/BI tools","Evaluate Report Builder tool",2 - High,Reviewed,13 pts,"Acceptance Criteria:

-Conduct analysis for available reporting tools in the BISL environment: Pyramid, Microsoft Report Builder, Tableau, Power BI
-Analysis should include the following:","1. Perdue, Megan A. (Grant Thornton) - Aug 13, 2018, 9:03 AM
Added: attachment 121038 (201808013_VA Dashboard_Reporting Tool Capability Matrix_v1.xlsx)",Minor,Unassigned,"Perdue, Megan A. (Grant Thornton)",rtcSprint00000019,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000019
794363,"Deployment and release activities [OY1 Sprint 3]","Deployment and release activities [OY1 Sprint 3]",4 - Low,Done,0 pts,"","",Minor,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000019,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000019
762493,"As an OMB Administrator, I want to implement new OMB data requirements within different modules of the VIP Dashboard so that the VA is in compliance with the new requirements","

Acceptance Criteria for ""When was the last date that a revised product.."" field shown below (insert into Excel spreadsheet)


-Verify that new field titled ""When was the last date that a revised product was deployed to production?"" is added to Revised Production Deployment section in the Initiation, Project, and Product phases (editable in all phases)
-Date range should be open
-This field should be tagged as OMB reportable
-This field is also required unless SDLC = â€˜Not a Software Dev Projectâ€™ is selected
-Default date of ""09/30/2020"" for all VIP project records for this field
-Implement business rules for the ""When was the last date that a revised product was deployed to production?"" based on the following:

Project's SDLC Methodology (Initiation Phase) options:
1. Waterfall
2. Iterative: Incremental, Spiral, Agile
3. Not Primarily a Software Development Project

             If 1 and 2 from SDLC methodology are selected; then the new field should be open to enter date

              If 3 from SDLC methodology is selected, then the new field will be greyed out

              Italic message under this field: ""If there has not yet been a release to production, provide the projected first production deployment date""
 ",1 - Critical,Done,8 pts,"Acceptance Criteria:

-Implement changes to investment and project modules based on OMB data requirements (see attached Excel spreadsheet and meeting minutes)","1. Perdue, Megan A. (Grant Thornton) - Jul 2, 2018, 1:37 PM
Added: attachment 116278 (OMB_changes_FY19_v2.xlsx)

2. Nair, Sindhu (Vidoori) - Jul 11, 2018, 2:54 PM
Added: attachment 117182 (OMB_changes_FY19_v3.xlsx)

3. Nair, Sindhu (Vidoori) - Jul 12, 2018, 1:57 PM
Added: attachment 117378 (OMB_changes_FY19_v4.xlsx)

4. Perdue, Megan A. (Grant Thornton) - Aug 2, 2018, 9:08 AM
Added: attachment 119837 (20180801_VIP Tool_Requirements Gathering_PPO.docx)

5. Rothman, Daniel R. (Government CIO) - Aug 6, 2018, 1:39 PM
Added: attachment 120318 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\OMB_changes_FY19_v5.xlsx)",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000019,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000019
794359,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [OY1 Sprint 4]","As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [OY1 Sprint 4]",2 - High,Done,0 pts,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000019,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000019
794398,"As a Project Manager, I want to enter an ""Actual Release Date"" for releases so that the release dates are actual dates","As a Project Manager, I want to enter an ""Actual Release Date"" for releases so that the release dates are actual dates",2 - High,Ready for Review,1 pt,"Acceptance Criteria:

-Rename ""Releases"" grid title in Project Phase to ""Anticipated/Future Releases""
-Rename field and tool tip to ""Release Date"" to ""Actual Release Date"" for releases in Product Phase
-Change validation for ""Actual Release Date"" to ensure that future dates cannot be entered


 ","",Minor,Unassigned,"Edwards, William G. (GovernmentCIO)",rtcSprint00000019,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000019
792031,"As a Project Manager, I want to have updates to the ""Date Business Epics Received"" and ""Date of Signed Project Management Plan"" fields so that the CIO Rating can be reported accurately","As a Project Manager, I want to have updates to the ""Date Business Epics Received"" and ""Date of Signed PMP"" fields so that the CIO Rating can be reported accurately",1 - Critical,Done,3 pts,"Acceptance Criteria:

-When moving from Initiation Phase to Project Phase and the ""Date Business Epics Received"" is not populated, a pop-up message will display that states, ""Date Business Epics Received is required before moving to the Project Phase""
-When moving from Project Phase to Product Phase and the ""Date of Signed Project Management Plan"" is not populated (from Initiation Phase), a pop-up message will display that states ""Date of Signed Project Management Plan is required before moving to the Product Phase. This field is editable in the Initiation Phase page.""
 ","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000019,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000019
794468,"Monthly OMB Submission","Monthly OMB Submission",2 - High,New,8 pts,"","",Major,Unassigned,"Unassigned",rtcSprint00000019,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000019
794369,"As a Project Manager, I want to add a validation on projected cost so that this cost cannot be updated after actual dates have been entered","As a Project Manager, I want to add a validation on projected cost so that this cost cannot be updated after actual dates have been entered (follow on)",3 - Medium,Ready for Review,2 pts,"Acceptance Criteria:

-Project cost cannot be updated after Actual Finish Date for Project Phase and Closeout Phase Activities
 ","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",rtcSprint00000019,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000019
794366,"CLIN Documentation","CLIN Documentation",4 - Low,New,0 pts,"","",Minor,Unassigned,"Unassigned",rtcSprint00000019,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000019
624046,"As an OMB Administrator, I want to update the records that were submitted to OMB in the VIP database so that the OMB submission date is updated","As an OMB Administrator, I want to update the records that were submitted to OMB in the database so that the OMB submission date is updated",2 - High,Done,8 pts,"Acceptance Criteria:

-Final XML files that are successfully submitted to the Federal IT Dashboard will automatically update the ""Last Submission Date"" and ""OMB Status"" for records and activities under the XML files
-VIP Dashboard records that are submitted are updated for the ""Last Submission Date"" field by using the latest date the file was generated

 ","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000018,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000018
779640,"Deployment and release activities [OY1 Sprint 3]","Deployment and release activities [OY1 Sprint 3]",3 - Medium,New,0 pts,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000018,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000018
793127,"CIO Rating Calculation Updates (Historical Performance)","CIO Rating Updates to Historical Performance",2 - High,Done,0 pts,"Acceptance criteria: 

â€˜If an OMB-reportable Project is in Product Phase, but has no OMB-reportable Build, the Historical Performance rating will be 3â€™.","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000018,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000018
779638,"CLIN Documentation","CLIN Documentation",4 - Low,New,0 pts,"","",Minor,Unassigned,"Unassigned",rtcSprint00000018,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000018
779635,"Monthly OMB Submission","Monthly OMB Submission",1 - Critical,Done,13 pts,"","",Major,Unassigned,"Nguyen, Lac (Vidoori)",rtcSprint00000018,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000018
757664,"As an OMB Administrator, I would like to have the History Tab enabled so I can view prior OMB submissions","Determine additional filter criteria and data columns for this tab first",3 - Medium,Ready for Review,3 pts,"Acceptance Criteria from discussion on 06/27:

-Filters are implemented in the History tab, including ""Investment Name""; ""Start and End Dates""' ""Generated By""; and ""Submitted By""
	-""Investment Name"" will be a drop-down filter
	-""Generated By"" and ""Submitted By"" fields are implemented as people picker fields-No ""Preview"" box, just a ""View"" button that will open the XML file in a separate window or native application
-Include radio buttons for ""Revise/Non-Revise/All"" selections
-Display fields in the History tab are displayed in the following order:
1. Investment Name
2. Submission Type
3. Date Generated
4. Generated By
5. Submission Date
6. Submitted By
7. ""View"" and ""Download"" buttons
-Default filter displays everything from the past month's submission
-Include pagination for quicker page loading","",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",rtcSprint00000018,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000018
779630,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [OY1 Sprint 3]","As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [OY1 Sprint 3]",2 - High,Done,5 pts,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000018,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000018
739367,"As a Project Manager, I want to add a validation on projected cost so that this cost cannot be updated after actual dates have been entered","-Would need to determine where this validation applies for testing scenario purposes

Testing Scenarios""
1. Initiation Phase
2. Builds/Project Phase
3. Close Out Phase
4. Confirm users can't update from Product Phase

Original request:
Request VIP Dashboard implementation of a data check to not allow projected cost updates an finish/completion dateâ€‹ actual date has been entered for the applicable build/phase. If they have completed the build/phase, then they aren't gathering projected costs â€“ they are gathering actual costs.
	-Any known variations from planned cost or schedule should be updated in the ""projected"" field when first realized, to provide a more accurate estimate as the project progresses. Best practice is to evaluate estimates at intervals throughout the lifecycle, and at a minimum at least 80% into the activity or when known changes to resource allocations arise.
Updating projected costs at that time, is basically fudging the data so that the projected costs do not fall outside 10% of the actual cost and not an indicator of proper project management.",3 - Medium,In Progress,3 pts,"Acceptance Criteria from (06/27):
-Add a business rule validation to not allow projected cost updates when finish/completion dateâ€‹ actual date has been entered for the applicable build/phase
-Show the following validation rule ""Projected Costs cannot be updated once an Actual Date has been provided"" when user tries to update projected costs
-Do not allow the user to save any projected cost changes because after providing the Actual Dates, Actual Costs should be known

 ","1. Srivastava, Namrata (GovernmentCIO.) - May 16, 2018, 2:23 PM
Added: attachment 110495 (FW New VIP Service Request - #2474.msg)",Significant,Unassigned,"Edwards, William G. (GovernmentCIO)",rtcSprint00000018,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000018
766669,"CLIN Documentation","CLIN Documentation",4 - Low,Done,0 pts,"","",Minor,Unassigned,"Unassigned",rtcSprint00000017,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000017
