number,short_description,description,urgency,state,story_points,acceptance_criteria,comments_and_work_notes,impact,priority,assigned_to,parent,active,backlog_type,assignment_group,product,sprint
625657,"EPS - When adding a new EPS record, EPS Code/Structure search displays error message (Search icon should be removed)","When adding a new EPS record, the search icon for the ""EPS Code"" field in the first tab should be removed.",4 - Low,Resolved,,"","",Minor,4 - Low Priority,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000012
677616,"Helpdesk #2252, #2253 - Project - Project Listings in VIP Dashboard - Manage Existing Project is not showing projects with edit rights on top","Project - Project Listings in VIP Dashboard - Manage Existing Project is not showing projects with edit rights on top",2 - High,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Feb 13, 2018, 2:18 PM
Added: attachment 99137 (FW New VIP Service Request - #2252.msg), attachment 99138 (FW New VIP Service Request - #2253.msg)",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",677608,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000011
677783,"QA Testing","QA Testing",3 - Medium,Resolved,,"","",Significant,Unassigned,"Perdue, Megan A. (Grant Thornton)",677616,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000011
677782,"Dev Testing","Dev Testing",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",677616,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000011
671399,"EPS - Multi-Edit fields for PY Congressional Project and PY Congressional Program blanked out when other fields are saved and they are not included","In EPS Multi-Edit fields for PY Congressional Project and PY Congressional Program, when values are directly entered they are saved. If values are entered in other fields but not those two, they are blanked out when other fields are saved",3 - Medium,Resolved,,"","",Moderate,3 - Normal Queue,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000011
677013,"QA testing","QA testing",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Perdue, Megan A. (Grant Thornton)",671399,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000011
677007,"Analysis of defect","Analysis of defect",4 - Low,Resolved,,"","",Moderate,Unassigned,"Unassigned",671399,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000011
677005,"Dev Testing","Dev Testing for EPS MultiEdit.",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",671399,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000011
677008,"Code fix","Code fix",3 - Medium,Resolved,,"","",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",671399,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000011
677009,"Test script","Test script",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Perdue, Megan A. (Grant Thornton)",671399,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000011
673194,"Revise (Revise Approval screen)  - The system should not have the option â€˜Revise not Requiredâ€™ available to the user if the record had been submitted to OMB previously","See attached email for details",3 - Medium,Resolved,,"","1. Rothman, Daniel R. (Government CIO) - Feb 7, 2018, 1:14 PM
Added: attachment 98507 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\FW QA86-A request to change Revise fields for Project 'Transplant Registry' data has been processed - New Defect.msg)",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000011
632645,"All Modules - Review duplicate revise request issue (Help Desk Ticket #1595)","All Modules - Review duplicate revise request issue (Help Desk Ticket #1595)",3 - Medium,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Jan 26, 2018, 1:59 PM
Added: attachment 97183 (RE New VIP Service Request - #1595.msg)",Minor,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000010
671587,"TechStats - Archived TechStat has blank value in Tech Stat Status drop down","Follow up with Tyrone regarding if Archived TechStats should be editable (02/07 Backlog Grooming)

Archived TechStat has blank value in Tech Stat Status drop down",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000010
674037,"QA testing","QA testing",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Barua, Shubra (Vidoori)",671587,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000010
654109,"Investment - VIP Dashboard application throwing an unhandles error When a 4th user with Edit rights is added for any investment.","VIP Dashboard application throwing an unhandled error When a 4th user with Edit rights is added for any investment. :  VIP Service Request - #2140",3 - Medium,Resolved,,"","",Minor,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000010
635528,"TechStats- Fields not clearing when not adding Follow-On TechStat","Management Reviews- TechReviews- When you add Follow-On TechReviews the ""What is the Follow-On TechReview Name?"" field, ""What is the date of the Follow-On meeting?"" field and ""Follow-On Status"" field is not cleared once you click on the ""Add Follow-On TechReview"" button.",4 - Low,Resolved,,"","",Minor,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000010
664986,"OMB - OMB XML Generator is combining Planning and Build Activity data in revise xml","OMB - OMB XML Generator is combining Planning and Build Activity data in revise xml",2 - High,Resolved,,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000010
659282,"Project - ""Enter justification note for change to revise fields"" field is not colored yellow in Product Phase","from UAT on 01/17/18:

""Enter justification note for change to revise fields"" field is not colored yellow in Product Phase",3 - Medium,Resolved,,"","",Moderate,3 - Normal Queue,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000010
659286,"Project - Future Dates should not be allowed to be entered into Date of Epics Received & Date of Signed Project Management Plan","from 01/17/18 UAT:

Future Dates should not be allowed to be entered into Date of Epics Received

Seen in Community Care Program 2 - Revenue Operations and Community Care Program 2 - Referrals and Authorizations

Acceptance Criteria for resolution:
-Dates cannot be in the future
-""Date Business Epics Received"" 
-""Date of Signed Project Management""

 ",3 - Medium,Resolved,,"","",Moderate,2 - Give High Attention,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000010
659284,"Project - RiskVision selection not being retained once saving a record","from UAT on 01/17/18:

RiskVision selection not being retained once saving a record (user was in Edit Mode for Project Phase)",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Barua, Shubra (Vidoori)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000010
658312,"[Hot Fix] Project - Is Contract Required field for a project is reverting back to No after it has been set as Yes","Is Contract Required field for a project is reverting back to No after it has been set as Yes.",2 - High,Resolved,,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",661149,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000010
661686,"Helpdesk #2186 - Investment - Correct Performance Metric Reporting Frequency Field Name typo","Helpdesk #2186 - Investment - Correct Performance Metric Reporting Frequency Field Name typo",3 - Medium,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Jan 31, 2018, 1:17 PM
Added: attachment 97708 (FW New VIP Service Request - #2186.msg)",Moderate,Unassigned,"Barua, Shubra (Vidoori)",661149,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000010
670413,"Project - Not able to send project to Close Stopped from Initiation Phase (Help Desk #2214 and #2215)","Helpdesk 2214 and 2215 - Not able to send project to Close Stopped from Initiation Phase.",2 - High,Resolved,,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",661149,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000010
662753,"Admin - SharePoint User Group name change for EPS security groups","Two SharePoint user groups within the VIP Dashboard require a name change. When the name changes were applied to the user groups within production, users within those groups lost their ""read/write"" access. In order to complete this request, two string variables must be updated within the VIPConstants.cs file, stored under the VIPMain\VIPCommons directory, within the source code. After this is complete, then the user group names can be changed within the VIP Dashboard SharePoint site.

This defect is associated with user story 600911 from sprint 9.",4 - Low,Resolved,,"","",Minor,Unassigned,"Ngo, Quoc A. (Grant Thornton LLP)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000010
658316,"QA testing","QA testing",2 - High,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Jan 17, 2018, 1:33 PM
Copied from work item 658312.",Major,Unassigned,"Barua, Shubra (Vidoori)",658312,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000009
658319,"Fix Defect","Is Contract Required field for a project is reverting back to No after it has been set as Yes.",2 - High,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Jan 17, 2018, 1:34 PM
Copied from work item 658312.",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",658312,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000009
624934,"Project (Initiation phase) - When you delete the data for the ""Date Business Epics Received"" and ""Date of Signed Project Management Plan"" fields, it doesn't save the deletions","Initiation phase - When you delete the data for the ""Date Business Epics Received"" and ""Date of Signed Project Management Plan"" fields and click ""Save,"" it doesn't save the deletions. ( UAT and QA environment)",2 - High,Resolved,,"","",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000009
658306,"Helpdesk #2160 - Unable to Process Revise Request 7151","Helpdesk #2160 - Unable to Process Revise Request 7151",2 - High,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Jan 17, 2018, 1:27 PM
Added: attachment 96088 (RE New VIP Service Request - #2160.msg)",Significant,Unassigned,"Unassigned",648918,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000009
654465,"Helpdesk 2167: eHealth Exchange Enhancements contract issue","Helpdesk 2167: eHealth Exchange Enhancements contract issue",1 - Critical,Resolved,,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",648918,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000009
643228,"""DE 630413- Adding project manager and secondary contact Information by selecting from people picker- Start New Project- All of the VA""","
Test Case: DE 630413- Adding project manager and secondary contact Information by selecting from people picker- Start New Project- All of the VA (167500)

Test Script: Adding project manager and secondary contact Information by selecting from people picker- Start New Project (Initiation Phase)- All of the VA (157230)

Project Area: VIP_Dashboard (QM)


To reproduce:



1)  Enter url ""http://vhacdwtms01d:86/SitePages/Index.aspx""
2) Click on ""Start New Project"" on the left bar menu.
3) Click on the magnifying glass icon on the What is your Project EPS Code? field
4) Click the ""Search"" button
5) Click o-n the ''select"" button for the EPS codeNote: ""08-01-00-03-01-003"" was used for testing
6) Click on When is your Project Start Date? field
7) Enter in DateNote: ""11/27/2017"" was used for testing
8) Click on When is your Project Phase Start Date? Projected field
9) Enter in DateNote: ""11/27/2017"" was used for testing
10) Click on When is your Project Phase Finish Date? Planned field
11) Enter in DateNote: ""11/27/2020"" was used for testing
12) Click on When is your Project Phase Finish Date? Projected field
13)
Enter in Date

Note: ""11/27/2020"" was used for testing

14) Click on When is your Close Out Phase Finish Date? Planned field
15) Enter in DateNote: ""11/27/2020"" was used for testing
16) Click on When is your Close Out Phase Finish Date? Projected field
17) Enter in DateNote: ""11/27/2020"" was used for testing
18) Click on What is your Project Phase Cost? Planned field
19)
Enter in value

Note: ""1000000""

20) Click on What is your Project Phase Cost? Projected fieldNote: ""1000000""
21)
Enter in value

Note: ""1000000"" was used for testing

22) Click on What is your Project Life Cycle Cost field
23) Enter in valueNote: 2000000
24) Click on What are the Project Objectives/Expected Outcomes? field
25) Enter in valueNote: ""Test."" was used for testing
26) Click on What is the VA Sponsor Organization? field
27) Select a value from drop down list

Note: ""NCA"" was used for testing

28)
Click on What is your Office of Responsibility? field

29) Select a value from down listNote:""EPMO"" was used for testing
30) Verify ""Iterative: Incremental, Spiral, Agile"" is selected for What is your Project Development Methodology? field
31) Verify ""Yes"" is the selected radio button for Does this project have a release at leastevery 6 months? field
32) Verify a value is selected for Project Manager field by default ( when user changes contact info it does not delete old info) User can verify by clicking on magnifying glass and choosing a manager without contact info. User can see the old telephone still exist in the field.


Observe:",2 - High,Resolved,,"","",Significant,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000008
643363,"Project - Add 90 day validation for Build planned start date and build planned finish date if date is provided for future anticipated build","Add 90 day validation for Build planned start date and build planned finish date if date is provided for future anticipated build
Steps -
1. Add a future anticipated build from project phase
2. Provide Build Planned Start Date and Build Planned Finish Date with dates that are more than 93 days apart
3. Click on save button
4. There should be error message ""Build Planned Completion Date should be within 90 days of Build Planned Start Date.""",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000008
858035,"EPS List Grid loading slowly in Dev/QA environments, creating testing issues.","In the QA and Development environments, the EPS list grid on the EPS list page is loading slowly, up to three minutes at a time, and potentially creating memory issues on the server.",2 - High,Ready for Review,,"","",Significant,2 - Give High Attention,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000008
641883,"Helpdesk #2115 - Error while revising Closeout Phase Start Date Planned for Project or Investment: Veteran Authorization and Preferences Phase 2","Helpdesk #2115 - Error while revising Closeout Phase Start Date Planned for Project or Investment: Veteran Authorization and Preferences Phase 2",2 - High,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Dec 14, 2017, 6:23 PM
Added: attachment 93179 (FW New VIP Service Request - #2115.msg)",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",632628,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000008
639157,"Helpdesk #2081 - Required Cost Fields have blank values","Helpdesk #2081 - Required Cost Fields have blank values",3 - Medium,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Dec 13, 2017, 9:45 AM
Added: attachment 92922 (RE New VIP Service Request - #2081.msg)",Major,Unassigned,"Unassigned",632628,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000008
632659,"QA Test Scripts and Testing","QA Test Scripts and Testing",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Perdue, Megan A. (Grant Thornton)",631141,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000008
630413,"People Picker - when a phone number is selected that is outside of the usual North America format, or has extra information, it causes the masked phone fields to stop working properly","When a user selects a name from the People Picker that has a phone number field associated with it, if the phone number is not set to North American ten digit standards, it breaks the associated masked text box, showing all of the characters regardless of formatting.
 
This is a fun game (TESTING)",3 - Medium,Resolved,,"","",Moderate,3 - Normal Queue,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000008
627287,"Helpdesk #2079 - Activity Type Revise Issue - In Approve Revise request page Activity Type is showing code instead of Activity Name","Helpdesk #2079 - Activity Type Revise Issue - In Approve Revise request page Activity Type is showing code instead of Activity Name",3 - Medium,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Nov 22, 2017, 12:40 PM
Added: attachment 90975 (RE New VIP Service Request - #2079 closed.msg)",Moderate,Unassigned,"Barua, Shubra (Vidoori)",622027,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000007
612838,"Investment (Investment Risks) - Investment risk records not displaying in Chrome internet browser","Investment (Investment Risks) - Investment risk records not displaying in Chrome internet browser",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000007
577665,"Project - ""Project Name"" column in Manage Existing Project list page is truncated in smaller screen size. Headers not lining up on window size change.","""Project Name"" column in Manage Existing Project list page is truncated in smaller screen size",3 - Medium,Resolved,,"","",Minor,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000007
621961,"Investment - ""Save"" button displaying when only viewing Performance Metrics, Performance Metric Actuals, and Investment Risks","Investment - ""Save"" button displaying when only viewing Performance Metrics, Performance Metric Actuals, and Investment Risks",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000007
608353,"Project - Should be able to see entire project name regardless of window size in Manage Existing Project page (Help Desk Ticket #2008)","Project - Should be able to see entire project name regardless of window size in Manage Existing Project page (Help Desk Ticket #2008)",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000007
608359,"Project - ""Edit"" button for records such as builds should be disabled when the Edit Revise Fields button is clicked on for the entire VIP phase page (Help Desk Ticket #","Project - ""Edit"" button for records such as builds should be disabled when the Edit Revise Fields button is clicked on for the entire VIP phase page",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000007
604017,"Initiation Phase - Secondary Contact Phone Number field should be required","Project - Secondary Contact Phone Number field should be required",4 - Low,Resolved,,"","1. Barua, Shubra (Vidoori) - Nov 22, 2017, 3:31 PM
Defect has been test and is resolved.",Minor,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000007
621833,"Project - Two of the required fields are not highlighted (yellow)- UAT","In the project phase two of the required fields are not highlighted (yellow).
When is your Project Phase Start Date?- Actual field
When is your Close Out Phase Start Date? - Planned (Baseline) value.",4 - Low,Resolved,,"","1. Barua, Shubra (Vidoori) - Nov 13, 2017, 12:35 PM
Added: attachment 89630 (defect Project- Two of the required fields are not highlighted (yellow).PNG)",Minor,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000007
615964,"Helpdesk 2046 - Project Phase gives error when user is trying to save revise request.","Helpdesk 2046 - Project Phase gives error when user is trying to save revise request.",3 - Medium,Verified,,"","1. Srivastava, Namrata (GovernmentCIO.) - Nov 3, 2017, 8:07 AM
Added: attachment 88597 (RE New VIP Service Request - #2046.msg)",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",609797,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000006
617843,"Risk Vision System drop down shows red required icon even if there is value selected and saved","Risk Vision System drop down shows red required icon even if there is value selected and saved",3 - Medium,Verified,,"","",Moderate,Unassigned,"Perdue, Megan A. (Grant Thornton)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000006
573242,"Investment - UII field not checking for duplicate IDs","When adding a new investment, the ""UII"" field does not check to determine if the UII already exists in the VIP Dashboard. There should be a validation for this field to indicate that the UII is already in use.",3 - Medium,Resolved,,"","",Minor,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000006
608378,"TechStats - Issue Sub Category under ""Cost Management"" Issue Category is showing misspelled drop-down option","Under the For VIP Business Office Use only section for Tech Stats and selecting ""Cost Management"" as the Issue Category, the Issue Subcategory drop-down option is combining ""Architecture"" and ""Loss of Funding"". It should be renamed to ""Loss of Funding"" only (confirmed by PMAS data)

 ",2 - High,Resolved,,"","",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000006
607200,"All Modules - Check icon not displaying on PeoplePicker select buttons.","When the People Picker is loaded and a name or group of names is put into the grid, the select buttons at the right side display a space or broken icon instead of a check mark.",4 - Low,Resolved,,"","",Minor,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000006
609254,"Investment (Performance Metric) - Strategic Objective field should not be revisable or required","This field is currently a REV field on the VIP Dashboard, which shouldnâ€™t be.  This field should be nullable (not required), and non-REV",2 - High,Resolved,,"","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000006
577666,"All Modules - If user collapses left menu, it should remain collapsed when navigating to multiple pages","If user collapses left menu, it should remain collapsed when navigating to multiple pages",3 - Medium,Resolved,,"","",Minor,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
594917,"EPS - EPS structure error message should be changed when structure is already created","Unknown error message pops up when an user attempts to copy the EPS structure beyond one fiscal year.",4 - Low,Resolved,,"","",Minor,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
597883,"Helpdesk 1971 -correct inconsistencies between the Investment alignment in the FY18 EPS","Helpdesk 1971 -correct inconsistencies between the Investment alignment in the FY18 EPS",2 - High,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Oct 2, 2017, 6:07 PM
Added: attachment 84736 (RE New VIP Service Request - #1971.msg)",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",597663,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
597886,"Helpdesk 1970 - Issue in saving ATO fields.","Request - #1970 - Issue in saving ATO fields.",2 - High,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Oct 2, 2017, 6:13 PM
Added: attachment 84737 (RE New VIP Service Request - #1970.msg)",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",597663,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
599859,"Helpdesk 1950 - Approved Build in Project Phase","Helpdesk 1950 - Approved Build in Project Phase",3 - Medium,In Progress,,"","1. Srivastava, Namrata (GovernmentCIO.) - Oct 5, 2017, 11:10 AM
Added: attachment 85012 (RE New VIP Service Request - #1950.msg)",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",597663,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
598516,"Helpdesk 1976 - Rollback to Project Phase and Modify Project Phase Projected Finish Date, Remove Actual Project Phase Cost, Modifiy Project CO Phase Start Date","Helpdesk 1976 - Rollback to Project Phase and Modify Project Phase Projected Finish Date, Remove Actual Project Phase Cost, Modifiy Project CO Phase Start Date",3 - Medium,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Oct 3, 2017, 1:36 PM
Added: attachment 84823 (RE New VIP Service Request - #1976.msg)

2. Srivastava, Namrata (GovernmentCIO.) - Oct 3, 2017, 4:27 PM
Added: attachment 84853 (RE New VIP Service Request - #1976.msg)",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",597663,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
598509,"Helpdesk 1977 - change of the completion date for Build 6 for project VETS.Gov  to 9/30/2017","Helpdesk 1977 - change of the completion date for Build 6 for project VETS.Gov  to 9/30/2017",3 - Medium,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Oct 3, 2017, 1:30 PM
Added: attachment 84819 (RE New VIP Service Request - #1977.msg)",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",597663,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
557211,"Project (UI) - Unable to view information in project and build grid in smaller screen size (inability to scroll)","""When viewing a smaller screen size:
-There is no scroll bar (inside a project)
-Cannot see project name
-Cannot see build name
-Cannot see ""view"" button for builds"" (Jennifer Sargent, UAT 5/2)",3 - Medium,Resolved,0 pts,"","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
608416,"Investment Record - Last OMB Submission date is not showing up even if Investment has been submitted to OMB","Investment Record - Last OMB Submission date is not showing up even if Investment has been submitted to OMB",3 - Medium,In Progress,,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
557201,"EPS - Multi-Edit should actually fail if the Project Manager is being changed and the EPS record is linked to a project  (VIP Phase for EPS record is not ""Not Set"").","Potential user story for Sprint 3

Add code to check for the special case where Multi-Edit is trying to change the Project Manger on an EPS record, but that EPS record is already linked to a Project (VIP Phase for EPS record is not ""Not Set""). If that is the case, fail the entire set of changes for that record and return a user-friendly error explaining why.",2 - High,Resolved,0 pts,"","1. Perdue, Megan A. (Grant Thornton) - Oct 4, 2017, 2:17 PM
Added: attachment 84932 (20171004_VIP Tool_Requirements Gathering_EPS.docx)",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
557203,"Revise - Revise approval/rejection reason for pending revise request should appear as editable","Users have the capability to update the approval/rejection reason for a single pending revise request through a drop-down list on the revise approval page. However, it does immediately appear editable and should be displayed as such.",3 - Medium,Resolved,0 pts,"","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
557200,"Administration - Links are visible before Unauthorized page is shown","Administration - Links are visible before Unauthorized page is shown",4 - Low,Resolved,0 pts,"","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
608442,"EPS Multi Edit - EPS note should not be added if there is no edit to EPS record","EPS Multi Edit - EPS note should not be added if there is not edit to EPS record",2 - High,In Progress,,"","",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
557220,"Project - ""Does this project require a contract?"" marked as ""No"" displays contracts","Affects CIO Rating calculation; reported by Jeff Hudgins",2 - High,Resolved,0 pts,"","",Moderate,Unassigned,"Perdue, Megan A. (Grant Thornton)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000004
583224,"All Modules - Edit buttons for specific records remain static when sorting grid lists (Help Desk Tickets #1897 and #1899)","1899 â€“ User goes to Manage Existing projects and can see his projects at the at the top of the list.  When he sorts on a column and the projects were listed in alphabetical order projects that he was not a contact on had the Edit button and he could go into the projects and had edit rights to the project.
 
1897 â€“ Nancy of PPO went into the Manage Investment module and sorted on the Name column to get to the Access for Care investment.  Access for Care was placed at the top of the list and there was no Edit button.  We went back into the Manage Investment and did not sort this time and scrolled down the Investment list, we got to Access for Care the edit button was there but she also had other investments with the edit button that she did not need.",2 - High,Resolved,,"","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000004
583226,"EPS - 2017 Admin Console not locking once 2018 EPS structure is created","""The 2017 Admin Console is not locking once the structure is copied to 2018. The 2017 Admin Console should lock following the push to 2018 so that changes can only be made in one FY at a time. Otherwise, as an example, we can add new programs separately to both 2017 and 2018 without any quality checks between the two."" (Stephanie Pribyl via email on 08/23)",2 - High,Resolved,,"","",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000004
557213,"EPS (Multi-Edit) - Fields with user names not validated by people picker are not displaying in multi-edit pop-up","Fields that have user names not validated by the people picker option are not displaying in the multi-edit pop-up. This can be seen in the Portfolio Manager field, for example, under the ""Medical Appointment Scheduling System (MASS)"" and ""VistA Scheduling Enhancements Phase 2"" projects.",2 - High,Resolved,0 pts,"","",Moderate,Unassigned,"Perdue, Megan A. (Grant Thornton)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000004
